""	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENSG00000154582.16	4934	ENSG00000154582.16	ENSG00000154582	protein_coding	TCEB1	6921	InGen	10.1476232274033	10	ENST00000602840.5|ENST00000518127.5|ENST00000622804.1|ENST00000520210.1|ENST00000520242.5|ENST00000519487.5|ENST00000284811.12|ENST00000522337.5|ENST00000523815.5|ENST00000519082.5	0.139761916210059	6.02679149623456	6.77525508753674	5.71842423149845e-11	8.12061220620529e-08	14.52668789147	0.0841763620786722
ENSG00000226085.3	820	ENSG00000226085.3	ENSG00000226085	processed_pseudogene	UQCRFS1P1		InGen	0.917915960598602	1	ENST00000435169.1	-0.800000683985694	-0.376111425614474	-6.77496299252169	5.72857437058704e-11	8.12061220620529e-08	13.0408455733665	0.153094169407567
ENSG00000156411.9	3415	ENSG00000156411.9	ENSG00000156411	protein_coding	C14orf2	9556	InGen	19.5484256904383	12	ENST00000286953.7|ENST00000554880.5|ENST00000555030.5|ENST00000414262.6|ENST00000553430.5|ENST00000554287.1|ENST00000557040.5|ENST00000553449.1|ENST00000554089.5|ENST00000554713.2|ENST00000557260.1|ENST00000554528.1	0.180162431998573	6.43608811531421	6.76307771594093	6.1569410174722e-11	8.21444583631099e-08	14.451004029342	0.0624397338438617
ENSG00000198258.10	1931	ENSG00000198258.10	ENSG00000198258	protein_coding	UBL5	59286	InGen	29.3429128560008	8	ENST00000586895.5|ENST00000358666.7|ENST00000590068.1|ENST00000589960.5|ENST00000593087.1|ENST00000588595.5|ENST00000588141.1|ENST00000589372.1	0.197314978222488	6.16133260066316	6.738768463461	7.13343123521762e-11	8.98851965810949e-08	14.3116855129836	0.0415122572738318
ENSG00000172428.10	2039	ENSG00000172428.10	ENSG00000172428	protein_coding	COPS9	150678	InGen	18.6748818469791	5	ENST00000307266.7|ENST00000607357.1|ENST00000491765.5|ENST00000489698.1|ENST00000403160.4	0.220659479913042	5.62446735002039	6.68005685082415	1.01631208937216e-10	1.21320918416052e-07	13.9780244913182	0.0705705820910456
ENSG00000164258.11	1176	ENSG00000164258.11	ENSG00000164258	protein_coding	NDUFS4	4724	InGen	20.357568772313	6	ENST00000507026.5|ENST00000502423.5|ENST00000296684.9|ENST00000506974.5|ENST00000506765.1|ENST00000509443.1	0.166898565227884	4.93312445305569	6.59767162100649	1.66380390444516e-10	1.85706453679368e-07	13.5161385996342	0.101835724018576
ENSG00000118181.10	1477	ENSG00000118181.10	ENSG00000118181	protein_coding	RPS25	6230	InGen	97.4368360255547	6	ENST00000532567.5|ENST00000527791.5|ENST00000527673.1|ENST00000527853.1|ENST00000524864.1|ENST00000528547.1	0.20250206271295	7.32233845372323	6.59007348145747	1.74079904674433e-10	1.85706453679368e-07	13.4407944646692	0.0218519604958301
ENSG00000125356.6	766	ENSG00000125356.6	ENSG00000125356	protein_coding	NDUFA1	4694	InGen	68.9505225350396	1	ENST00000371437.4	0.219505594798487	6.10758995932416	6.5843304512963	1.80130593049076e-10	1.85706453679368e-07	13.4195770802851	0.0640420994873054
ENSG00000170860.3	3815	ENSG00000170860.3	ENSG00000170860	protein_coding	LSM3	27258	InGen	6.09375222936735	1	ENST00000306024.3	0.146855862935292	4.83234166736352	6.47736499155399	3.39032015914613e-10	3.34329789259102e-07	12.8349581866791	0.0966634537579834
ENSG00000071082.10	5791	ENSG00000071082.10	ENSG00000071082	protein_coding	RPL31	6160	InGen	42.5821162790581	11	ENST00000264258.7|ENST00000409000.5|ENST00000409028.8|ENST00000409320.7|ENST00000409733.5|ENST00000409650.5|ENST00000409038.5|ENST00000419276.1|ENST00000456292.5|ENST00000409711.1|ENST00000441435.1	0.225652472302038	8.11482131792261	6.45247780356565	3.9234798858407e-10	3.58348576932602e-07	12.6526009057456	0.0875255936367839
ENSG00000173915.13	905	ENSG00000173915.13	ENSG00000173915	protein_coding	USMG5	84833	InGen	71.0842762136765	6	ENST00000369825.5|ENST00000369811.5|ENST00000369815.5|ENST00000309579.7|ENST00000337003.4|ENST00000408840.1	0.185514106904522	6.38652526671929	6.45133356069936	3.94987629439401e-10	3.58348576932602e-07	12.6597311798954	0.103621189580458
ENSG00000184905.8	1666	ENSG00000184905.8	ENSG00000184905	protein_coding	TCEAL2	140597	InGen	69.720785762277	3	ENST00000476749.1|ENST00000372780.5|ENST00000329035.2	0.146332143704507	7.23246838203462	6.41548906092049	4.87096198508696e-10	4.24916495322143e-07	12.4493782755436	0.0177204513680189
ENSG00000111481.9	3901	ENSG00000111481.9	ENSG00000111481	protein_coding	COPZ1	22818	InGen	12.7127477658209	18	ENST00000552848.5|ENST00000548076.5|ENST00000553009.5|ENST00000262061.6|ENST00000549043.5|ENST00000551962.5|ENST00000552218.5|ENST00000551412.5|ENST00000550027.5|ENST00000553231.5|ENST00000552362.5|ENST00000455864.6|ENST00000550171.5|ENST00000549116.5|ENST00000551779.5|ENST00000548281.5|ENST00000548753.1|ENST00000550713.1	0.112854755752372	5.9192851581787	6.4021996025014	5.26344583977952e-10	4.42148944785331e-07	12.3903059716961	0.0315949332317976
ENSG00000235453.8	1996	ENSG00000235453.8	ENSG00000235453	protein_coding	TOPORS-AS1		InGen	0.676695642668455	5	ENST00000453396.5|ENST00000450093.2|ENST00000458036.1|ENST00000425533.1|ENST00000635960.1	0.26316474217182	0.772955861487192	6.38847358993587	5.70134400604052e-10	4.61829226432161e-07	11.7692363205861	0.143222777398129
ENSG00000227946.1	1034	ENSG00000227946.1	ENSG00000227946	lincRNA	AC007383.3		InGen	1.5415171021577	2	ENST00000420509.1|ENST00000435627.1	0.269804143660647	0.985804139976643	6.32834679775903	8.07912175190378e-10	6.31870898120447e-07	11.5380025637055	0.1166529625868
ENSG00000226525.5	603	ENSG00000226525.5	ENSG00000226525	processed_pseudogene	RPS7P10		InGen	2.2579006768565	1	ENST00000464254.1	0.427044039100848	0.442636462948469	6.27284679057933	1.11214580070112e-09	8.4081929685674e-07	11.0376280105384	0.0605082811896167
ENSG00000139112.10	4086	ENSG00000139112.10	ENSG00000139112	protein_coding	GABARAPL1	23710	InGen	91.7414554581903	19	ENST00000539408.5|ENST00000542722.5|ENST00000545859.5|ENST00000266458.9|ENST00000421801.6|ENST00000544284.5|ENST00000545047.5|ENST00000541453.1|ENST00000629504.1|ENST00000543602.5|ENST00000540424.5|ENST00000537201.5|ENST00000545887.1|ENST00000541960.5|ENST00000539289.5|ENST00000546017.5|ENST00000535576.5|ENST00000539170.5|ENST00000545290.1	0.130056922204167	8.98262925525865	6.25505305083343	1.23159913428211e-09	9.01093547246858e-07	11.5490597996199	0.0838755406597099
ENSG00000122026.10	2249	ENSG00000122026.10	ENSG00000122026	protein_coding	RPL21	6144	InGen	25.1528566090503	10	ENST00000311549.10|ENST00000473558.5|ENST00000461690.5|ENST00000272274.8|ENST00000319826.8|ENST00000326092.8|ENST00000493317.1|ENST00000466550.1|ENST00000483765.5|ENST00000485756.1	0.188213926792152	5.96840279420472	6.23418921847825	1.38772261708516e-09	9.83591771190889e-07	11.4572548154292	0.0911497828306696
ENSG00000171204.12	2416	ENSG00000171204.12	ENSG00000171204	protein_coding	TMEM126B	55863	InGen	13.1916633778466	11	ENST00000393375.5|ENST00000358867.10|ENST00000531718.5|ENST00000531477.5|ENST00000528361.5|ENST00000530783.5|ENST00000534341.1|ENST00000526822.5|ENST00000529197.1|ENST00000530901.1|ENST00000531274.1	0.127246136874122	5.43349239470541	6.21256630273227	1.56995009599056e-09	1.07903145839885e-06	11.35007028596	0.0284753428258761
ENSG00000228661.1	494	ENSG00000228661.1	ENSG00000228661	antisense	AC090587.5		InGen	0.914328317613779	1	ENST00000415809.1	0.352680553927158	-0.86284936073812	6.18250558416835	1.86272196667575e-09	1.2326208358734e-06	9.89314160066672	0.0427252754178774
ENSG00000144580.13	5289	ENSG00000144580.13	ENSG00000144580	protein_coding	CNOT9	9125	InGen	5.03184995945725	9	ENST00000627282.2|ENST00000273064.10|ENST00000542068.5|ENST00000433439.1|ENST00000432877.5|ENST00000295701.9|ENST00000489687.1|ENST00000473626.1|ENST00000418808.1	0.0946742608677647	4.99249933399572	6.17857099979201	1.90479470988874e-09	1.2326208358734e-06	11.1770790819115	0.0810138796430342
ENSG00000169567.11	1936	ENSG00000169567.11	ENSG00000169567	protein_coding	HINT1	3094	InGen	63.8325749023935	10	ENST00000304043.9|ENST00000511475.5|ENST00000508495.5|ENST00000513345.5|ENST00000506207.1|ENST00000504202.1|ENST00000508488.1|ENST00000506908.1|ENST00000513012.1|ENST00000520028.1	0.141607985558377	7.31201064714202	6.17385455442208	1.9564547458861e-09	1.2326208358734e-06	11.1097589776343	0.0286816151539731
ENSG00000127184.11	1993	ENSG00000127184.11	ENSG00000127184	protein_coding	COX7C	1350	InGen	75.1204066424754	8	ENST00000247655.3|ENST00000511472.5|ENST00000505430.5|ENST00000509578.1|ENST00000515763.1|ENST00000513124.1|ENST00000510447.1|ENST00000637229.1	0.166472980224827	7.56939606458048	6.16162434685575	2.09688671814647e-09	1.28539155822378e-06	11.0407923401794	0.0592107625630769
ENSG00000239779.6	2438	ENSG00000239779.6	ENSG00000239779	protein_coding	WBP1	23559	InGen	6.27100258164651	14	ENST00000233615.6|ENST00000393972.7|ENST00000474185.5|ENST00000466835.5|ENST00000464774.6|ENST00000470536.5|ENST00000484744.5|ENST00000409737.5|ENST00000428943.1|ENST00000494741.5|ENST00000473467.5|ENST00000466303.1|ENST00000492047.1|ENST00000490120.1	0.193081220774667	4.25315404934899	6.13680329434769	2.41288064026596e-09	1.440172257944e-06	10.9703079913277	0.0725491776996284
ENSG00000088356.5	1998	ENSG00000088356.5	ENSG00000088356	protein_coding	PDRG1	81572	InGen	6.33230195896304	1	ENST00000202017.5	0.153077209727606	3.91720695834777	6.12891869658373	2.52267906262531e-09	1.46709958511294e-06	10.9322336009921	0.0206762965933366
ENSG00000124614.13	1642	ENSG00000124614.13	ENSG00000124614	protein_coding	RPS10	6204	InGen	2.26706606397891	7	ENST00000344700.7|ENST00000464218.5|ENST00000467531.5|ENST00000494077.5|ENST00000326199.12|ENST00000621356.2|ENST00000480942.1	0.322320215103397	2.28195883865677	6.11624013425306	2.70956629560841e-09	1.53391261888073e-06	10.7650523318722	0.0241395416433969
ENSG00000112695.11	1922	ENSG00000112695.11	ENSG00000112695	protein_coding	COX7A2	1347	InGen	36.6032968231254	8	ENST00000370081.6|ENST00000370089.6|ENST00000459637.2|ENST00000509698.5|ENST00000460985.1|ENST00000472311.6|ENST00000377978.3|ENST00000481061.2	0.156569549192985	6.45322867710965	6.11214185788917	2.77282383378642e-09	1.53391261888073e-06	10.7836700017436	0.0869582058810659
ENSG00000161958.10	5565	ENSG00000161958.10	ENSG00000161958	protein_coding	FGF11	2256	InGen	0.140073313272924	6	ENST00000575235.5|ENST00000293829.8|ENST00000572907.5|ENST00000575398.5|ENST00000575082.5|ENST00000576328.1	0.509939184076973	-0.560023698794755	6.10612385687894	2.86833857641046e-09	1.54897112503728e-06	9.65298181990475	0.10508865465149
ENSG00000117614.9	3370	ENSG00000117614.9	ENSG00000117614	protein_coding	SYF2	25949	InGen	6.93063325570572	4	ENST00000236273.8|ENST00000354361.3|ENST00000474160.1|ENST00000476231.1	0.128152572485656	4.85352616250954	6.07841949973562	3.3511997507837e-09	1.76764096622151e-06	10.6397983492729	0.016993046834271
ENSG00000133142.17	2518	ENSG00000133142.17	ENSG00000133142	protein_coding	TCEAL4	79921	InGen	41.8471792048886	13	ENST00000372629.4|ENST00000468024.5|ENST00000481555.1|ENST00000472484.5|ENST00000415568.2|ENST00000613326.4|ENST00000490644.5|ENST00000459722.1|ENST00000472745.1|ENST00000494801.5|ENST00000434216.2|ENST00000425011.1|ENST00000469586.1	0.128033682031689	7.10485362897071	6.01119592455012	4.87747707102564e-09	2.5142285783621e-06	10.232878955543	0.0389459616096657
ENSG00000146007.10	1812	ENSG00000146007.10	ENSG00000146007	protein_coding	ZMAT2	153527	InGen	47.6645139235668	3	ENST00000519913.6|ENST00000274712.7|ENST00000506644.3	0.151448784380237	6.80456760466377	5.98553334941971	5.62416557748564e-09	2.83470443251004e-06	10.1001343129099	0.0316484376850023
ENSG00000171863.12	5583	ENSG00000171863.12	ENSG00000171863	protein_coding	RPS7	6201	InGen	17.8147917064154	9	ENST00000304921.9|ENST00000407445.7|ENST00000403564.5|ENST00000462576.5|ENST00000491937.5|ENST00000406376.1|ENST00000481006.1|ENST00000479123.1|ENST00000472966.1	0.179635760519947	6.78838714229255	5.96986187296796	6.13391663893554e-09	2.98280826217735e-06	10.0166294035568	0.0234878925319708
ENSG00000106991.13	3935	ENSG00000106991.13	ENSG00000106991	protein_coding	ENG	2022	InGen	4.55068985253664	5	ENST00000373203.8|ENST00000480266.5|ENST00000344849.4|ENST00000486329.1|ENST00000462196.1	-0.307934187044813	4.34256695638455	-5.9684782524707	6.18103206747212e-09	2.98280826217735e-06	10.0738473893901	0.0309300388243514
ENSG00000271200.1	427	ENSG00000271200.1	ENSG00000271200	lincRNA	RP11-430G17.3		InGen	0.670950219367885	1	ENST00000605725.1	0.465180009200258	-1.60563879947425	5.93516559080073	7.4283807613216e-09	3.47840811125946e-06	8.08811207443074	0.01612444348894
ENSG00000159335.15	1475	ENSG00000159335.15	ENSG00000159335	protein_coding	PTMS	5763	InGen	97.5339267156813	7	ENST00000540667.5|ENST00000389462.8|ENST00000619580.4|ENST00000540874.5|ENST00000309083.6|ENST00000540828.6|ENST00000538057.2	0.1719433301674	7.27487165729832	5.93306601619335	7.51474791462958e-09	3.47840811125946e-06	9.81636526241444	0.0339022863130192
ENSG00000165782.10	3803	ENSG00000165782.10	ENSG00000165782	protein_coding	TMEM55B	90809	InGen	9.94809416661625	7	ENST00000250489.8|ENST00000553460.5|ENST00000557041.1|ENST00000398020.6|ENST00000554028.3|ENST00000553602.1|ENST00000556093.1	0.0959538391952174	5.61457581338283	5.91645918450976	8.233326333012e-09	3.73093107309184e-06	9.75609425349388	0.0202969880238622
ENSG00000124172.9	5126	ENSG00000124172.9	ENSG00000124172	protein_coding	ATP5E	514	InGen	17.347479677096	3	ENST00000243997.7|ENST00000395663.1|ENST00000395659.1	0.196075314235505	6.76005534646258	5.91304228982387	8.3892899222999e-09	3.73093107309184e-06	9.71624723715314	0.0631273652097395
ENSG00000032444.15	7055	ENSG00000032444.15	ENSG00000032444	protein_coding	PNPLA6	10908	InGen	10.1617262425811	24	ENST00000221249.10|ENST00000594754.5|ENST00000601668.5|ENST00000594098.1|ENST00000601001.5|ENST00000545201.6|ENST00000596515.5|ENST00000414982.7|ENST00000450331.7|ENST00000600942.5|ENST00000593924.5|ENST00000600737.5|ENST00000602191.5|ENST00000598462.1|ENST00000595264.5|ENST00000594551.1|ENST00000599311.5|ENST00000595176.5|ENST00000595889.1|ENST00000594864.1|ENST00000599951.1|ENST00000595352.1|ENST00000599947.1|ENST00000597202.1	-0.0880063266352157	6.51705360298522	-5.89483790822547	9.27012392444815e-09	4.04337847558478e-06	9.62406271545121	0.0198990652248594
ENSG00000099365.9	5408	ENSG00000099365.9	ENSG00000099365	protein_coding	STX1B	112755	InGen	43.8344025309532	5	ENST00000215095.9|ENST00000569638.5|ENST00000565419.1|ENST00000566211.1|ENST00000561836.1	-0.155642709939434	8.20842431771141	-5.88459441080738	9.80481772922311e-09	4.19590699842471e-06	9.55565666086067	0.0434526455823801
ENSG00000263731.1	2682	ENSG00000263731.1	ENSG00000263731	lincRNA	RP11-498C9.15		InGen	0.447626137587099	1	ENST00000582866.1	-0.262986040982557	0.449798184074755	-5.87613619302596	1.02689193980458e-08	4.29345030750596e-06	9.06457527995266	0.0261708501384768
ENSG00000154518.9	6780	ENSG00000154518.9	ENSG00000154518	protein_coding	ATP5G3	518	InGen	14.9146242848874	5	ENST00000284727.8|ENST00000409194.5|ENST00000392541.3|ENST00000497075.5|ENST00000472782.1	0.12512075672062	7.07388314379401	5.87361520743771	1.04113472471596e-08	4.29345030750596e-06	9.50540813198208	0.0208323116671267
ENSG00000170142.11	3074	ENSG00000170142.11	ENSG00000170142	protein_coding	UBE2E1	7324	InGen	17.2122002122752	11	ENST00000306627.7|ENST00000484048.1|ENST00000346855.7|ENST00000495141.5|ENST00000481622.1|ENST00000442670.5|ENST00000467766.5|ENST00000424381.5|ENST00000475680.5|ENST00000452012.1|ENST00000493707.1	0.138255878584449	6.00713693187566	5.86964260528805	1.06397097452763e-08	4.3092724416538e-06	9.50131312938938	0.0262777439766221
ENSG00000267765.1	719	ENSG00000267765.1	ENSG00000267765	antisense	CTD-3193K9.3		InGen	2.6668060487355	1	ENST00000592440.1	0.349973880402901	1.41705991133402	5.85972221211205	1.12315418555136e-08	4.46916843552464e-06	9.3049514639564	0.0204865778553996
ENSG00000233597.3	576	ENSG00000233597.3	ENSG00000233597	processed_pseudogene	RP11-343B5.1		InGen	0.48485623846184	1	ENST00000498753.1	-0.603641838145425	-1.90587633882258	-5.85264201827075	1.16734628677081e-08	4.56492778107737e-06	7.43245256731755	0.03284831730217
ENSG00000102409.9	1328	ENSG00000102409.9	ENSG00000102409	protein_coding	BEX4	56271	InGen	133.051373586581	2	ENST00000372695.5|ENST00000372691.3	0.119629310044715	7.86955491333482	5.83871901899545	1.2592542576553e-08	4.81158138819341e-06	9.31561996710554	0.0796877615610738
ENSG00000126461.14	4548	ENSG00000126461.14	ENSG00000126461	protein_coding	SCAF1	58506	InGen	21.7987376959393	4	ENST00000360565.7|ENST00000598359.5|ENST00000601038.5|ENST00000595242.3	-0.126209449528201	6.86931213638452	-5.8367442608851	1.27284900706144e-08	4.81158138819341e-06	9.31509249123606	0.0860642180505447
ENSG00000196683.10	1751	ENSG00000196683.10	ENSG00000196683	protein_coding	TOMM7	54543	InGen	39.4259255057763	7	ENST00000463284.2|ENST00000358435.8|ENST00000483581.1|ENST00000405021.7|ENST00000372879.8|ENST00000621567.1|ENST00000496129.1	0.233637156901758	6.44267690356251	5.82068033455293	1.38888970265591e-08	5.16416513867846e-06	9.23708919987914	0.0888322851506097
ENSG00000146223.14	7809	ENSG00000146223.14	ENSG00000146223	protein_coding	RPL7L1	285855	InGen	12.4469574705402	10	ENST00000483998.6|ENST00000493763.5|ENST00000397415.7|ENST00000304734.9|ENST00000487619.1|ENST00000492836.1|ENST00000497417.1|ENST00000602561.1|ENST00000462348.1|ENST00000459829.1	0.0837569548191431	6.91107510366275	5.81627101424717	1.42250677831087e-08	5.20385100626918e-06	9.2082609371789	0.0828742704576658
ENSG00000269293.2	2163	ENSG00000269293.2	ENSG00000269293	antisense	ZSCAN16-AS1	100129195	InGen	2.8927951865674	2	ENST00000600652.1|ENST00000602810.1	0.193383108007988	2.95636666688067	5.79317106543019	1.61201994015254e-08	5.80352766073011e-06	9.16435078253694	0.0536189436095736
ENSG00000204220.10	2953	ENSG00000204220.10	ENSG00000204220	protein_coding	PFDN6	10471	InGen	9.69067161730987	8	ENST00000395131.5|ENST00000374606.9|ENST00000395134.3|ENST00000374610.6|ENST00000374607.5|ENST00000491382.1|ENST00000463584.1|ENST00000622807.1	0.144544959184655	5.19269373677218	5.78820092417155	1.65590487593099e-08	5.86837163921732e-06	9.10013459219656	0.100639133375381
ENSG00000127616.17	11067	ENSG00000127616.17	ENSG00000127616	protein_coding	SMARCA4	6597	InGen	10.1474406658911	19	ENST00000344626.8|ENST00000429416.7|ENST00000541122.6|ENST00000589677.5|ENST00000444061.7|ENST00000590574.5|ENST00000413806.7|ENST00000450717.7|ENST00000591545.5|ENST00000592604.5|ENST00000586122.5|ENST00000587988.5|ENST00000591595.5|ENST00000585799.5|ENST00000592158.1|ENST00000586892.1|ENST00000538456.3|ENST00000586985.1|ENST00000586921.1	-0.104656447447477	6.95859319247104	-5.78234252247126	1.70913079794958e-08	5.96381471204531e-06	9.03128748642333	0.0351224828329036
ENSG00000115128.6	1197	ENSG00000115128.6	ENSG00000115128	protein_coding	SF3B6	51639	InGen	14.4700702065269	2	ENST00000233468.4|ENST00000478050.1	0.144714825944565	4.24271286074605	5.7651700794672	1.8749477737824e-08	6.44328643290282e-06	9.01940640741034	0.0230742516024989
ENSG00000179542.15	8914	ENSG00000179542.15	ENSG00000179542	protein_coding	SLITRK4	139065	InGen	5.17552386533879	3	ENST00000596188.2|ENST00000338017.8|ENST00000356928.1	-0.231804204142322	5.76603927812705	-5.75162847013778	2.01667532266822e-08	6.77318761541577e-06	8.89508860953364	0.0261184367682266
ENSG00000139910.19	10046	ENSG00000139910.19	ENSG00000139910	protein_coding	NOVA1	4857	InGen	8.28835455428156	13	ENST00000483536.6|ENST00000465357.6|ENST00000539517.6|ENST00000449198.6|ENST00000347476.10|ENST00000546546.1|ENST00000549146.5|ENST00000549571.5|ENST00000344429.9|ENST00000547619.5|ENST00000574031.1|ENST00000551754.1|ENST00000547415.1	-0.110852063787695	6.74728421204634	-5.75034186736021	2.03067218309718e-08	6.77318761541577e-06	8.86840745858398	0.0155769215997435
ENSG00000034510.5	496	ENSG00000034510.5	ENSG00000034510	protein_coding	TMSB10	9168	InGen	678.281397057109	1	ENST00000233143.5	0.207501289488485	8.50752759119127	5.74004060717822	2.14620726828864e-08	7.05480102203691e-06	8.80089271453848	0.0369524271794862
ENSG00000198824.5	4171	ENSG00000198824.5	ENSG00000198824	protein_coding	CHAMP1	283489	InGen	3.45690122165824	3	ENST00000361283.2|ENST00000463003.1|ENST00000478022.2	-0.141111410326619	3.9945637168904	-5.71712668781488	2.4266617739985e-08	7.86273081372284e-06	8.78230718259299	0.0326966681303795
ENSG00000172534.13	9004	ENSG00000172534.13	ENSG00000172534	protein_coding	HCFC1	3054	InGen	6.48664145050199	4	ENST00000310441.11|ENST00000444191.5|ENST00000369984.4|ENST00000461098.1	-0.122042459401899	6.05489289330478	-5.70347157899732	2.61045963437887e-08	8.33913168554187e-06	8.64175657680039	0.0294720611831241
ENSG00000151366.12	2652	ENSG00000151366.12	ENSG00000151366	protein_coding	NDUFC2	4718	InGen	12.2099753802226	5	ENST00000281031.4|ENST00000527806.1|ENST00000534029.5|ENST00000525085.1|ENST00000528164.1	0.122677976583581	5.41708875232108	5.67702637275752	3.0057881042084e-08	9.4686499988265e-06	8.52329550761825	0.0225963603601633
ENSG00000213741.8	9783	ENSG00000213741.8	ENSG00000213741	protein_coding	RPS29	6235	InGen	8.22168384660915	9	ENST00000396020.7|ENST00000245458.10|ENST00000557367.2|ENST00000557111.5|ENST00000554075.1|ENST00000557519.1|ENST00000556230.1|ENST00000611563.1|ENST00000539688.1	0.236394067225314	6.26799659235753	5.66799491591647	3.15372037135358e-08	9.79856599214665e-06	8.45487183843869	0.0248913927120976
