""	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	Class	meanExprs	NumTx	gencodeTx	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENSG00000175497.16	10005	ENSG00000175497.16	ENSG00000175497	protein_coding	DPP10	57628	InGen	7.16785251894704	13	ENST00000436732.5|ENST00000410059.5|ENST00000461250.5|ENST00000409163.5|ENST00000492708.1|ENST00000393146.6|ENST00000393147.6|ENST00000310323.12|ENST00000486885.5|ENST00000429914.5|ENST00000419287.1|ENST00000488208.1|ENST00000473362.1	0.0885673110067097	6.35092246552843	4.66513773271756	4.35470678100846e-06	0.00814501207937563	3.76239334983213	0.119933621174774
ENSG00000203791.14	4225	ENSG00000203791.14	ENSG00000203791	protein_coding	METTL10	399818	InGen	2.37570653990033	6	ENST00000495711.2|ENST00000466270.5|ENST00000368836.6|ENST00000464099.5|ENST00000498770.1|ENST00000468738.1	0.106705230279479	3.53759655079835	4.66455670166213	4.36632320538341e-06	0.00814501207937563	3.91067647295092	0.119018597813582
ENSG00000213865.7	2505	ENSG00000213865.7	ENSG00000213865	protein_coding	C8orf44	56260	InGen	2.48225308848849	5	ENST00000521113.1|ENST00000519561.5|ENST00000521889.5|ENST00000390159.3|ENST00000518860.1	0.106393512976898	2.86568382651889	4.62679711880228	5.18863374135057e-06	0.00893442817693327	3.78785068111351	0.166038169121758
ENSG00000230982.1	465	ENSG00000230982.1	ENSG00000230982	processed_pseudogene	DSTNP1		InGen	2.04053609186663	1	ENST00000419906.1	-0.205894705221403	-0.27364323659326	-4.59746911125155	5.92810485077333e-06	0.00947861622032578	3.38186823424267	0.069186666564138
ENSG00000179476.7	3864	ENSG00000179476.7	ENSG00000179476	protein_coding	C14orf28	122525	InGen	1.0940659677184	4	ENST00000325192.7|ENST00000557112.1|ENST00000555826.5|ENST00000553841.1	0.123391856388328	2.3661014074192	4.54750596501494	7.42681301816605e-06	0.0110832806274431	3.47067555204273	0.131835344221216
ENSG00000223573.6	3925	ENSG00000223573.6	ENSG00000223573	protein_coding	TINCR		InGen	1.58573242743616	3	ENST00000448587.5|ENST00000590789.1|ENST00000587632.1	0.236754379839495	2.84430786514416	4.52638009659994	8.16451253940729e-06	0.0114226633246645	3.36714052614086	0.0568226038743857
ENSG00000105520.10	3273	ENSG00000105520.10	ENSG00000105520	protein_coding	PLPPR2	64748	InGen	27.7295212636086	8	ENST00000251473.9|ENST00000591329.5|ENST00000586431.5|ENST00000586380.5|ENST00000591608.1|ENST00000588196.1|ENST00000587801.5|ENST00000588360.1	0.068709247570363	6.662398739736	4.50848432726614	8.84398211341182e-06	0.0116454435063955	3.08096604931413	0.0368922966726951
ENSG00000243368.2	765	ENSG00000243368.2	ENSG00000243368	antisense	MCCC1-AS1		InGen	1.43985657895455	1	ENST00000471731.2	0.209638901089919	0.354014430515237	4.40729425996794	1.38307986278494e-05	0.015742162394121	2.79177748146277	0.0655740023286925
ENSG00000164068.15	7458	ENSG00000164068.15	ENSG00000164068	protein_coding	RNF123	63891	InGen	3.95638183412735	14	ENST00000327697.10|ENST00000432042.5|ENST00000457726.5|ENST00000454491.5|ENST00000443204.3|ENST00000486102.5|ENST00000487805.6|ENST00000629802.1|ENST00000494005.1|ENST00000469978.5|ENST00000433785.1|ENST00000444689.1|ENST00000497099.1|ENST00000498376.1	-0.0592793982636923	5.14281209398767	-4.39679633456947	1.44806730369652e-05	0.015742162394121	2.67334010860344	0.0825889848275909
ENSG00000198785.4	8121	ENSG00000198785.4	ENSG00000198785	protein_coding	GRIN3A	116443	InGen	2.1934246923108	2	ENST00000361820.3|ENST00000479772.1	0.143650136652002	3.99311239254937	4.39383256822224	1.46693746413826e-05	0.015742162394121	2.73843685686807	0.0197922650458724
ENSG00000260296.1	1157	ENSG00000260296.1	ENSG00000260296	sense_overlapping	RP11-395I6.3		InGen	2.16643784977532	1	ENST00000567102.1	0.175233526329487	1.13893345034713	4.38448896141458	1.52798134266488e-05	0.015742162394121	2.7909086778249	0.0559581619405717
ENSG00000187796.13	6699	ENSG00000187796.13	ENSG00000187796	protein_coding	CARD9	64170	InGen	0.386553854043465	7	ENST00000481053.5|ENST00000460290.5|ENST00000371732.9|ENST00000371734.7|ENST00000485975.1|ENST00000489932.2|ENST00000556340.1	-0.257288668591617	1.71538805093051	-4.3816298797372	1.54714126723547e-05	0.015742162394121	2.80049827351427	0.0866787806596791
ENSG00000087116.14	8726	ENSG00000087116.14	ENSG00000087116	protein_coding	ADAMTS2	9509	InGen	0.462344571003594	5	ENST00000251582.11|ENST00000522937.1|ENST00000523450.1|ENST00000518335.2|ENST00000274609.5	0.228273212372561	2.24667486492091	4.34983666968166	1.77630260850307e-05	0.0172880582136267	2.67646717291774	0.0784020211662944
ENSG00000148950.9	2854	ENSG00000148950.9	ENSG00000148950	protein_coding	IMMP1L	196294	InGen	2.80330925272949	15	ENST00000531331.1|ENST00000526776.5|ENST00000532287.5|ENST00000534812.5|ENST00000533512.1|ENST00000278200.5|ENST00000533642.1|ENST00000527184.5|ENST00000528161.5|ENST00000532624.5|ENST00000529749.5|ENST00000530023.5|ENST00000531693.1|ENST00000532668.1|ENST00000533921.1	0.0902592650100459	3.20713914092187	4.33504316618735	1.8936847071511e-05	0.0176625550706573	2.57335744586689	0.0915272460345648
ENSG00000277767.1	1824	ENSG00000277767.1	ENSG00000277767	lincRNA	RP11-365P13.5		InGen	0.773310304070791	1	ENST00000620246.1	0.181143500526725	0.647491097206979	4.31020021820029	2.1076731628421e-05	0.0188721055000882	2.46389519997566	0.0136851668206016
ENSG00000179051.13	4126	ENSG00000179051.13	ENSG00000179051	protein_coding	RCC2	55920	InGen	7.81740261011579	3	ENST00000375436.8|ENST00000474892.1|ENST00000375433.3	-0.0946537533521263	5.2359872116779	-4.28610365999544	2.33718761030251e-05	0.0199819771147724	2.21655522084965	0.0333966482993552
ENSG00000271474.1	3329	ENSG00000271474.1	ENSG00000271474	antisense	RP11-710C12.1		InGen	2.30702474209539	1	ENST00000605849.1	0.1623456697669	3.24973468700544	4.26822031806871	2.52276190779117e-05	0.0199819771147724	2.30666579261947	0.136224988768678
ENSG00000259319.1	4059	ENSG00000259319.1	ENSG00000259319	antisense	RP11-293M10.6		InGen	1.41315917218543	2	ENST00000560419.1|ENST00000558267.1	-0.116665982646092	2.82043053155704	-4.26595194340322	2.54728278100858e-05	0.0199819771147724	2.32238319984698	0.0948870487497433
ENSG00000144452.14	9416	ENSG00000144452.14	ENSG00000144452	protein_coding	ABCA12	26154	InGen	0.0376086013739597	3	ENST00000272895.11|ENST00000389661.4|ENST00000412081.1	0.296142880336194	-1.59168787100857	4.26092782708307	2.60240590242798e-05	0.0199819771147724	1.79292266789314	0.0555746547633034
ENSG00000271576.1	1601	ENSG00000271576.1	ENSG00000271576	lincRNA	RP11-486G15.2		InGen	1.40615908432025	1	ENST00000605506.1	0.15705722967206	1.41496971656517	4.25420501252455	2.67795092000524e-05	0.0199819771147724	2.30194355660642	0.0812058867178365
ENSG00000147231.13	4853	ENSG00000147231.13	ENSG00000147231	protein_coding	CXorf57	55086	InGen	1.55680711446733	6	ENST00000372544.6|ENST00000372548.8|ENST00000461251.5|ENST00000421550.1|ENST00000478395.1|ENST00000497124.1	0.12054265745592	3.16237027432424	4.21023794471116	3.22614188372413e-05	0.0232958664732789	2.08556819600484	0.0821880644735949
ENSG00000186891.13	1370	ENSG00000186891.13	ENSG00000186891	protein_coding	TNFRSF18	8784	InGen	0.788017506903267	4	ENST00000328596.10|ENST00000379268.6|ENST00000486728.5|ENST00000379265.5	-0.238101471222099	0.46298754833291	-4.20128219892186	3.35022604195251e-05	0.0234358781090959	2.04105959489778	0.0234853998566712
ENSG00000215397.3	3577	ENSG00000215397.3	ENSG00000215397	protein_coding	SCRT2	85508	InGen	2.10919755674868	1	ENST00000246104.6	-0.239315667960772	1.80462055750369	-4.18984114390204	3.51537652204016e-05	0.0237995421594361	2.06472823497399	0.0390577521411366
ENSG00000165349.11	2265	ENSG00000165349.11	ENSG00000165349	protein_coding	SLC7A3	84889	InGen	0.509154980344459	2	ENST00000374299.7|ENST00000298085.4	0.223003634307753	0.138594512057287	4.17644658482406	3.71859267228325e-05	0.0237995421594361	1.92438309916086	0.0758173650030923
ENSG00000105711.10	4625	ENSG00000105711.10	ENSG00000105711	protein_coding	SCN1B	6324	InGen	23.4430396580281	5	ENST00000262631.9|ENST00000595652.5|ENST00000415950.3|ENST00000596348.1|ENST00000602150.1	-0.140036284925287	7.16380001132773	-4.17070699195745	3.8090564477052e-05	0.0237995421594361	1.70101133036326	0.0262848368919823
ENSG00000159648.11	3103	ENSG00000159648.11	ENSG00000159648	protein_coding	TEPP	374739	InGen	0.17027068756108	4	ENST00000290871.9|ENST00000441824.2|ENST00000569996.5|ENST00000562915.1	0.282042362194694	-0.941273326748722	4.16955343685098	3.82748946946481e-05	0.0237995421594361	1.6857705987024	0.0566735248784765
ENSG00000144061.12	11763	ENSG00000144061.12	ENSG00000144061	protein_coding	NPHP1	4867	InGen	0.570126597253969	11	ENST00000316534.8|ENST00000445609.6|ENST00000393272.7|ENST00000496524.5|ENST00000461707.5|ENST00000355301.8|ENST00000417665.5|ENST00000422492.1|ENST00000493051.1|ENST00000418527.1|ENST00000449600.1	0.106161376203076	3.08145538407898	4.16107220257153	3.965648045445e-05	0.0239921706749423	1.90188839294159	0.0657126865846963
ENSG00000113838.12	3405	ENSG00000113838.12	ENSG00000113838	protein_coding	TBCCD1	55171	InGen	1.81259086112582	6	ENST00000424280.5|ENST00000338733.9|ENST00000446782.5|ENST00000479590.1|ENST00000413695.1|ENST00000430560.1	-0.0749854334720907	2.7361278953864	-4.14824800771437	4.18361372702654e-05	0.0246447877051287	1.87897538027166	0.0167781916447064
ENSG00000127511.9	8777	ENSG00000127511.9	ENSG00000127511	protein_coding	SIN3B	23309	InGen	11.4838049522875	12	ENST00000248054.9|ENST00000596802.5|ENST00000379803.5|ENST00000596638.1|ENST00000599880.1|ENST00000595541.1|ENST00000594372.1|ENST00000595900.1|ENST00000602204.1|ENST00000595049.5|ENST00000601141.5|ENST00000594235.1	0.0649717606489164	6.96782853277878	4.14091892063435	4.3132590851989e-05	0.0247570011851737	1.58563738529459	0.0220659065828425
ENSG00000196169.14	5640	ENSG00000196169.14	ENSG00000196169	protein_coding	KIF19	124602	InGen	1.3200762067626	6	ENST00000551294.5|ENST00000389916.4|ENST00000551017.1|ENST00000359939.10|ENST00000547389.1|ENST00000549637.1	0.431304027336511	2.73205966070907	4.13312543606919	4.45531400503419e-05	0.0249330510006726	1.81772821041252	0.0742622589508834
ENSG00000182400.14	4533	ENSG00000182400.14	ENSG00000182400	protein_coding	TRAPPC6B	122553	InGen	15.0447594040079	7	ENST00000469361.5|ENST00000330149.9|ENST00000347691.9|ENST00000557764.5|ENST00000555269.5|ENST00000554018.1|ENST00000556765.1	0.0705269709212703	6.27011107640839	4.10814107386165	4.94136250472599e-05	0.0261479518355992	1.47790094913055	0.0926493502228976
ENSG00000143816.7	3971	ENSG00000143816.7	ENSG00000143816	protein_coding	WNT9A	7483	InGen	0.614850692453165	1	ENST00000272164.5	0.189335790313066	1.3491357661931	4.10420396574396	5.02241548159308e-05	0.0261479518355992	1.74363851015599	0.0133436067983281
ENSG00000257315.1	4250	ENSG00000257315.1	ENSG00000257315	protein_coding	ZBED6	100381270	InGen	0.507671110539297	1	ENST00000550078.1	-0.213457985055361	1.02523340835506	-4.10418367795821	5.02283640353258e-05	0.0261479518355992	1.73684426835694	0.0339503128298249
ENSG00000003400.14	7598	ENSG00000003400.14	ENSG00000003400	protein_coding	CASP10	843	InGen	0.379914885833562	13	ENST00000286186.10|ENST00000360132.7|ENST00000460140.5|ENST00000272879.9|ENST00000438843.5|ENST00000374650.7|ENST00000346817.9|ENST00000313728.11|ENST00000448480.1|ENST00000484926.1|ENST00000492363.5|ENST00000471191.1|ENST00000485408.1	-0.23118753545199	1.8074757638307	-4.09562047049859	5.20353192402662e-05	0.0264729686634855	1.71436000051471	0.0286527727126981
ENSG00000101327.8	2847	ENSG00000101327.8	ENSG00000101327	protein_coding	PDYN	5173	InGen	1.35645386119684	3	ENST00000540134.5|ENST00000539905.5|ENST00000217305.2	0.232174252063111	1.88915476502379	4.07404711809187	5.6865824694578e-05	0.0282875885730695	1.6297787223682	0.0216410190672334
ENSG00000273344.1	2256	ENSG00000273344.1	ENSG00000273344	lincRNA	PAXIP1-AS1	202781	InGen	3.5896259665441	1	ENST00000608317.1	0.130500089880151	3.26718964507025	4.04407455636148	6.42891989934251e-05	0.0306782877577654	1.44525097499728	0.0249109502617619
ENSG00000272002.1	634	ENSG00000272002.1	ENSG00000272002	lincRNA	RP11-557L19.1		InGen	0.519724150637377	1	ENST00000606959.1	0.298634754927796	-1.55695283271874	4.029879677167	6.81180270019051e-05	0.0306782877577654	1.06738502792746	0.0136623573258603
ENSG00000005700.14	8722	ENSG00000005700.14	ENSG00000005700	protein_coding	IBTK	25998	InGen	4.47285595902853	10	ENST00000306270.11|ENST00000505222.5|ENST00000508381.1|ENST00000445419.6|ENST00000610980.4|ENST00000503400.5|ENST00000503631.5|ENST00000510291.5|ENST00000471036.1|ENST00000369751.2	0.0708860480433723	5.53357118970712	4.02089732935127	7.06517510892394e-05	0.0306782877577654	1.17000856287718	0.0293428620681964
ENSG00000126882.12	5499	ENSG00000126882.12	ENSG00000126882	protein_coding	FAM78A	286336	InGen	1.84338539282262	4	ENST00000247295.4|ENST00000372269.7|ENST00000372271.3|ENST00000464831.1	-0.119559045672319	3.74364545036949	-4.01935319970011	7.10962364831418e-05	0.0306782877577654	1.30338074294529	0.0176822003996992
ENSG00000227719.1	524	ENSG00000227719.1	ENSG00000227719	antisense	AC006042.6		InGen	3.0417014976618	1	ENST00000449931.1	0.168398222938543	0.90623497892334	4.01898770408473	7.12018343171598e-05	0.0306782877577654	1.42344444509322	0.0536000946902837
ENSG00000170011.13	5872	ENSG00000170011.13	ENSG00000170011	protein_coding	MYRIP	25924	InGen	7.96874289897129	10	ENST00000444716.5|ENST00000302541.10|ENST00000396217.7|ENST00000425621.5|ENST00000458292.5|ENST00000458441.5|ENST00000475082.5|ENST00000459828.5|ENST00000482033.5|ENST00000539167.2	0.116973187087228	5.88865278014018	4.01417959378919	7.26049233141876e-05	0.0306782877577654	1.12552048970149	0.0185961767140418
ENSG00000013619.13	5958	ENSG00000013619.13	ENSG00000013619	protein_coding	MAMLD1	10046	InGen	3.06662922013687	7	ENST00000468306.1|ENST00000370401.6|ENST00000432680.6|ENST00000358892.7|ENST00000262858.7|ENST00000426613.4|ENST00000464149.1	0.0888558857458982	4.40160710485056	4.01173214618927	7.3329177545989e-05	0.0306782877577654	1.20792590658192	0.0402022048273126
ENSG00000064195.7	2715	ENSG00000064195.7	ENSG00000064195	protein_coding	DLX3	1747	InGen	0.0583165332330469	2	ENST00000434704.2|ENST00000512495.2	-0.400931225398523	-2.46705324849855	-4.01126593847476	7.3467914534234e-05	0.0306782877577654	0.720940621569169	0.0204491873738366
ENSG00000206549.12	2959	ENSG00000206549.12	ENSG00000206549	protein_coding	PRSS50	29122	InGen	0.220427241485752	2	ENST00000315170.11|ENST00000460241.1	0.28431021517111	-0.443608920870613	4.00587066202562	7.50917169026848e-05	0.0306782877577654	1.2371763331276	0.0190585422714076
ENSG00000204396.10	3638	ENSG00000204396.10	ENSG00000204396	protein_coding	VWA7	80737	InGen	2.96949108541917	5	ENST00000375688.4|ENST00000486423.5|ENST00000467576.1|ENST00000487013.1|ENST00000497645.1	-0.113032560927335	3.67082653964471	-3.99666430503564	7.79415006550397e-05	0.0306782877577654	1.21505530649941	0.0248809862246935
ENSG00000175899.14	6384	ENSG00000175899.14	ENSG00000175899	protein_coding	A2M	2	InGen	13.5090921272074	13	ENST00000543436.2|ENST00000495442.1|ENST00000495709.1|ENST00000318602.11|ENST00000545828.1|ENST00000542567.1|ENST00000462568.1|ENST00000546069.1|ENST00000472360.1|ENST00000539638.5|ENST00000404455.2|ENST00000467091.1|ENST00000497324.1	-0.208671927327637	6.77480286526783	-3.99628986314091	7.80595531283395e-05	0.0306782877577654	1.03761656796172	0.0190716011478811
ENSG00000277050.1	600	ENSG00000277050.1	ENSG00000277050	antisense	RP11-102G14.1		InGen	0.705232246694972	1	ENST00000616999.1	0.252754922535058	-1.02606864664394	3.99610595613368	7.811759670282e-05	0.0306782877577654	1.09209160040735	0.029587616374219
ENSG00000105792.19	9139	ENSG00000105792.19	ENSG00000105792	protein_coding	CFAP69	79846	InGen	0.568450014380899	13	ENST00000389297.8|ENST00000485791.5|ENST00000427396.5|ENST00000451029.5|ENST00000497910.5|ENST00000463311.1|ENST00000457170.6|ENST00000418199.1|ENST00000475031.5|ENST00000449577.5|ENST00000491886.1|ENST00000412839.5|ENST00000445156.1	0.113949321298858	2.64274028840094	3.9903191717563	7.99650554427334e-05	0.0308623752773377	1.28946239621966	0.0735992649983342
ENSG00000225539.5	1532	ENSG00000225539.5	ENSG00000225539	lincRNA	AC018799.1	101927406	InGen	0.474316541951121	3	ENST00000438505.5|ENST00000450848.5|ENST00000419786.1	0.208938903676461	-0.554453535191806	3.98298571476953	8.23659196980497e-05	0.031250188346455	1.17343855335941	0.0820206521648981
ENSG00000185272.13	2360	ENSG00000185272.13	ENSG00000185272	protein_coding	RBM11	54033	InGen	3.13111677582102	6	ENST00000468643.5|ENST00000468788.5|ENST00000495055.1|ENST00000461088.1|ENST00000400577.3|ENST00000475864.1	0.113332687324747	3.12982024950567	3.97879849673897	8.37672719909417e-05	0.0312521730586205	1.20799648604462	0.0716349532972929
ENSG00000040633.12	2783	ENSG00000040633.12	ENSG00000040633	protein_coding	PHF23	79142	InGen	7.90774820822635	13	ENST00000320316.7|ENST00000571362.5|ENST00000576955.5|ENST00000454255.6|ENST00000613632.4|ENST00000572789.5|ENST00000573826.5|ENST00000574323.5|ENST00000570899.1|ENST00000574236.5|ENST00000574407.5|ENST00000570753.5|ENST00000574899.1	-0.0871162612573087	4.72829610532969	-3.97129818589331	8.63341677351314e-05	0.0316818089303429	1.03167921717294	0.0837136299638248
ENSG00000260526.1	2036	ENSG00000260526.1	ENSG00000260526	antisense	RP11-73K9.2	105377371	InGen	0.870718791102783	1	ENST00000562919.1	0.151497674985784	1.04652184047688	3.966661860197	8.79580357540575e-05	0.0317571069412029	1.24120476569711	0.047089433875805
ENSG00000163596.16	10598	ENSG00000163596.16	ENSG00000163596	protein_coding	ICA1L	130026	InGen	4.66294745013565	22	ENST00000617388.4|ENST00000392237.6|ENST00000358299.6|ENST00000438804.5|ENST00000420558.5|ENST00000494560.1|ENST00000476602.1|ENST00000425178.5|ENST00000418208.5|ENST00000450143.5|ENST00000435143.5|ENST00000419460.5|ENST00000441547.5|ENST00000412210.5|ENST00000437978.5|ENST00000457524.5|ENST00000432273.5|ENST00000416760.5|ENST00000454326.5|ENST00000484561.5|ENST00000411681.5|ENST00000421334.1	0.0908371238995284	5.75793837936711	3.94834221937611	9.46623414658608e-05	0.0329495099686463	0.885777776766625	0.0865204002643698
ENSG00000164600.6	2131	ENSG00000164600.6	ENSG00000164600	protein_coding	NEUROD6	63974	InGen	39.4249299214235	1	ENST00000297142.3	-0.194218468812687	5.64068293410412	-3.94730257563434	9.50569883791678e-05	0.0329495099686463	0.887747078697213	0.0296766489642759
ENSG00000221968.8	6283	ENSG00000221968.8	ENSG00000221968	protein_coding	FADS3	3995	InGen	6.08215405187672	13	ENST00000527697.5|ENST00000533676.5|ENST00000278829.6|ENST00000529404.5|ENST00000527379.5|ENST00000525094.5|ENST00000525588.5|ENST00000531956.5|ENST00000534223.5|ENST00000526294.5|ENST00000414624.6|ENST00000534426.1|ENST00000529525.1	0.0928077591124772	5.6139747305626	3.94567881827669	9.56764863954439e-05	0.0329495099686463	0.878920515397079	0.0218460964691691
ENSG00000160111.12	10199	ENSG00000160111.12	ENSG00000160111	protein_coding	CPAMD8	27151	InGen	0.367426565522868	20	ENST00000443236.5|ENST00000594249.5|ENST00000388925.8|ENST00000600235.5|ENST00000596224.5|ENST00000597335.5|ENST00000602132.5|ENST00000598547.5|ENST00000598792.1|ENST00000601782.5|ENST00000597709.1|ENST00000598104.1|ENST00000596572.1|ENST00000593739.1|ENST00000599287.2|ENST00000595323.1|ENST00000593420.5|ENST00000602159.1|ENST00000291440.3|ENST00000601637.1	0.259965970294198	1.99863599371225	3.93870276650581	9.83818149726824e-05	0.0331846059613886	1.13975899612538	0.0213193521219193
ENSG00000277182.1	2098	ENSG00000277182.1	ENSG00000277182	antisense	CTB-58E17.5		InGen	0.870031924742843	1	ENST00000610658.1	-0.152513457855438	0.893512523911171	-3.92716677952365	0.000103015245406755	0.0331846059613886	1.10104312296562	0.0145378027161168
ENSG00000080293.9	3426	ENSG00000080293.9	ENSG00000080293	protein_coding	SCTR	6344	InGen	0.0903137040448595	5	ENST00000019103.7|ENST00000494326.5|ENST00000485440.1|ENST00000630739.2|ENST00000627145.1	-0.32455264939229	-1.44379878200213	-3.92542735500022	0.000103731577227386	0.0331846059613886	0.74258105171123	0.0358588828024451
ENSG00000244734.3	1179	ENSG00000244734.3	ENSG00000244734	protein_coding	HBB	3043	InGen	49.6252807712779	5	ENST00000335295.4|ENST00000633227.1|ENST00000475226.1|ENST00000485743.1|ENST00000380315.2	0.62516474903723	5.16477123596644	3.92444533236947	0.000104138077168113	0.0331846059613886	0.836269212187657	0.031038542248014
ENSG00000153790.11	3837	ENSG00000153790.11	ENSG00000153790	protein_coding	C7orf31	136895	InGen	0.366816798432381	5	ENST00000409280.5|ENST00000283905.7|ENST00000443822.5|ENST00000415598.5|ENST00000444434.1	0.178975155403911	0.654979367456224	3.92371359837439	0.000104441953280117	0.0331846059613886	1.07268744607592	0.0272715187658358
ENSG00000164331.9	2659	ENSG00000164331.9	ENSG00000164331	protein_coding	ANKRA2	57763	InGen	4.24707606779248	8	ENST00000296785.7|ENST00000505301.5|ENST00000515249.1|ENST00000504641.1|ENST00000506130.5|ENST00000515804.1|ENST00000514916.1|ENST00000509433.1	0.0813034286864069	3.6958146835047	3.91867197701154	0.000106558602141414	0.0331846059613886	0.939284745206804	0.0194228322339104
ENSG00000173153.13	3030	ENSG00000173153.13	ENSG00000173153	protein_coding	ESRRA	2101	InGen	6.95374631363563	7	ENST00000406310.5|ENST00000000442.10|ENST00000539594.5|ENST00000405666.5|ENST00000468670.1|ENST00000467987.1|ENST00000545035.1	-0.088955850408274	4.76635580238034	-3.91083172684588	0.000109931147958557	0.0331846059613886	0.804589679142435	0.0202128179755829
ENSG00000163449.10	3628	ENSG00000163449.10	ENSG00000163449	protein_coding	TMEM169	92691	InGen	2.88928247567573	6	ENST00000433112.5|ENST00000454545.5|ENST00000437356.6|ENST00000295658.8|ENST00000455479.5|ENST00000406027.2	-0.0920420447990711	3.3387566619792	-3.90962964258559	0.000110457089970898	0.0331846059613886	0.93508750063243	0.0352614716382805
ENSG00000104047.14	15053	ENSG00000104047.14	ENSG00000104047	protein_coding	DTWD1	56986	InGen	1.79506912033876	11	ENST00000403028.7|ENST00000557968.5|ENST00000559223.5|ENST00000558653.5|ENST00000561188.5|ENST00000557988.5|ENST00000560735.5|ENST00000559164.5|ENST00000560632.5|ENST00000559405.5|ENST00000251250.7	0.0674670320393648	5.04799852650377	3.90664188066254	0.00011177465495948	0.0331846059613886	0.76947287882081	0.0512819184737103
ENSG00000119718.10	5446	ENSG00000119718.10	ENSG00000119718	protein_coding	EIF2B2	8892	InGen	2.79023268153398	7	ENST00000266126.9|ENST00000555522.1|ENST00000553539.1|ENST00000556028.5|ENST00000553401.5|ENST00000554748.2|ENST00000556668.1	-0.0809974165390209	4.23681199386353	-3.90340379517679	0.000113219414194538	0.0331846059613886	0.827428631803285	0.135999453061062
ENSG00000188167.8	3966	ENSG00000188167.8	ENSG00000188167	protein_coding	TMPPE	643853	InGen	0.269782693194278	2	ENST00000416695.6|ENST00000342462.4	-0.195649838610329	0.282940985500766	-3.90206097766889	0.000113823721797376	0.0331846059613886	0.979045400473589	0.0522865328901287
